description,eventtypes,hosts,indexes,inputlookups,lookups,myapp,outputlookups,queries,sources,sourcetypes,urlField
tbd,,,,,,"splunk_monitoring_console",,"
            `dmc_set_index_internal` search_group=dmc_group_indexer search_group=""$group$"" sourcetype=splunkd source=*splunkd.log ""WARN"" TcpInputConfig ""reverse dns lookups appear to be excessively slow, this may impact receiving from network inputs.""
            | stats count as degraded_instance_count_dnc_lookup, values(host) as hosts
          ","source=*splunkd.log","sourcetype=splunkd","splunk_tcpin_performance_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
            `dmc_set_index_internal` search_group=dmc_group_indexer search_group=""$group$"" sourcetype=splunkd source=*splunkd.log log_level=""WARN"" component=TcpInputProc ""Stopping all listening ports.""
            | stats count as degraded_instance_count_port_closure, values(host) as hosts
          ","source=*splunkd.log","sourcetype=splunkd","splunk_tcpin_performance_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
            stats count as pset_count, values(ports), as ports values(queue_fill_last_1min) as queue_fill_last_1min, values(queue_fill_last_10min) as queue_fill_last_10min by splunk_server
            | fields splunk_server, pset_count, ports, queue_fill_last_1min, queue_fill_last_10min
            | rename splunk_server as ""Instance"", pset_count as ""Pipeline Set Count"", ports as ""Ports"", queue_fill_last_1min as ""Queue Fill Ratio (Last 1 Minute)"", queue_fill_last_10min as ""Queue Fill Ratio (Last 10 Minutes)""
          ",,,"splunk_tcpin_performance_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
            `dmc_tcp_throughput_split_by(host, ""$group$"")`
          ",,,"splunk_tcpin_performance_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
            `dmc_get_forwarder_tcpin` search_group=dmc_group_indexer search_group=""$group$""
            | `dmc_rename_forwarder_type(fwdType)`
            | `dmc_timechart_for_metrics_log` per_second(kb) as avg_tcp_KBps by fwdType
            | rename avg_tcp_KBps as ""KB/s""
          ",,,"splunk_tcpin_performance_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
            `dmc_tcp_throughput_split_by(destPort, ""$group$"")`
          ",,,"splunk_tcpin_performance_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
            `dmc_get_forwarder_tcpin` search_group=dmc_group_indexer search_group=""$group$""
            | `dmc_timechart_for_metrics_log` dc(guid) as forwarder_count, per_second(kb) as tcp_KBps
            | rename forwarder_count as ""Forwarder Count"", tcp_KBps as ""Throughput (KB/s)""
          ",,,"splunk_tcpin_performance_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
            `dmc_tcp_forwarder_count_split_by(host, ""$group$"")`
          ",,,"splunk_tcpin_performance_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
            `dmc_get_forwarder_tcpin` search_group=dmc_group_indexer search_group=""$group$""
            | `dmc_rename_forwarder_type(fwdType)`
            | `dmc_timechart_for_metrics_log` dc(guid) as forwarder_count by fwdType
            | rename forwarder_count as ""Forwarder Count""
          ",,,"splunk_tcpin_performance_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
            `dmc_tcp_forwarder_count_split_by(destPort, ""$group$"")`
          ",,,"splunk_tcpin_performance_deployment"
tbd,,,,"inputlookup dmc_forwarder_assets",,"splunk_monitoring_console",,"
            `dmc_get_forwarder_tcpin` search_group=dmc_group_indexer search_group=""$group$""
            | stats dc(host) as connection_count by guid
            | join type=outer guid [| inputlookup dmc_forwarder_assets]
            | `dmc_rename_forwarder_type(forwarder_type)`
            | makemv delim="" "" avg_tcp_kbps_sparkline
            | eval sum_kb = if (status == ""missing"", ""N/A"", sum_kb)
            | eval avg_tcp_kbps_sparkline = if (status == ""missing"", ""N/A"", avg_tcp_kbps_sparkline)
            | eval avg_tcp_kbps = if (status == ""missing"", ""N/A"", avg_tcp_kbps)
            | eval avg_tcp_eps = if (status == ""missing"", ""N/A"", avg_tcp_eps)
            | `dmc_rename_forwarder_type(fwdType)`
            | `dmc_time_format(last_connected)`
            | fields hostname, forwarder_type, version, os, arch, status, last_connected, sum_kb, avg_tcp_kbps_sparkline, avg_tcp_kbps, avg_tcp_eps, connection_count
            | search hostname=""***""
            | search status=""*""
            | rename hostname as Instance, forwarder_type as Type, version as Version, os as OS, arch as Architecture, status as Status, last_connected as ""Last Connected to Indexers"", sum_kb as ""Total KB"", avg_tcp_kbps_sparkline as ""Average KB/s Over Time"", avg_tcp_kbps as ""Average KB/s"", avg_tcp_eps as ""Average Events/s"", connection_count as ""Number of Connections""
          ",,,"splunk_tcpin_performance_deployment"
tbd,,,,"inputlookup dmc_forwarder_assets",,"splunk_monitoring_console",,"
            `dmc_get_forwarder_tcpin` search_group=dmc_group_indexer search_group=""$group$""
            | where host=""$drilldown_indexer_name$""
            | stats dc(host) as connection_count by guid
            | join type=outer guid [| inputlookup dmc_forwarder_assets]
            | `dmc_rename_forwarder_type(forwarder_type)`
            | makemv delim="" "" avg_tcp_kbps_sparkline
            | eval sum_kb = if (status == ""missing"", ""N/A"", sum_kb)
            | eval avg_tcp_kbps_sparkline = if (status == ""missing"", ""N/A"", avg_tcp_kbps_sparkline)
            | eval avg_tcp_kbps = if (status == ""missing"", ""N/A"", avg_tcp_kbps) | eval avg_tcp_eps = if (status == ""missing"", ""N/A"", avg_tcp_eps)
            | `dmc_rename_forwarder_type(fwdType)`
            | `dmc_time_format(last_connected)`
            | fields hostname, forwarder_type, version, os, arch, status, last_connected, sum_kb, avg_tcp_kbps_sparkline, avg_tcp_kbps, avg_tcp_eps
            | search hostname=""***""
            | search status=""*""
            | rename hostname as Instance, forwarder_type as Type, version as Version, os as OS, arch as Architecture, status as Status, last_connected as ""Last Connected to Indexers"", sum_kb as ""Total KB"", avg_tcp_kbps_sparkline as ""Average KB/s Over Time"", avg_tcp_kbps as ""Average KB/s"", avg_tcp_eps as ""Average Events/s""
          ",,,"splunk_tcpin_performance_deployment"
tbd,,,,"inputlookup dmc_forwarder_assets",,"splunk_monitoring_console",,"
            `dmc_get_forwarder_tcpin` search_group=dmc_group_indexer search_group=""$group$""
            | `dmc_rename_forwarder_type(fwdType)`
            | where fwdType=""$drilldown_type_forwarder_type$""
            | stats dc(host) as connection_count by guid
            | join type=outer guid [| inputlookup dmc_forwarder_assets]
            | `dmc_rename_forwarder_type(forwarder_type)`
            | makemv delim="" "" avg_tcp_kbps_sparkline
            | eval sum_kb = if (status == ""missing"", ""N/A"", sum_kb)
            | eval avg_tcp_kbps_sparkline = if (status == ""missing"", ""N/A"", avg_tcp_kbps_sparkline)
            | eval avg_tcp_kbps = if (status == ""missing"", ""N/A"", avg_tcp_kbps)
            | eval avg_tcp_eps = if (status == ""missing"", ""N/A"", avg_tcp_eps)
            | `dmc_time_format(last_connected)`
            | fields hostname, forwarder_type, version, os, arch, status, last_connected, sum_kb, avg_tcp_kbps_sparkline, avg_tcp_kbps, avg_tcp_eps, connection_count
            | search hostname=""***""
            | search status=""*""
            | rename hostname as Instance, forwarder_type as Type, version as Version, os as OS, arch as Architecture, status as Status, last_connected as ""Last Connected to Indexers"", sum_kb as ""Total KB"", avg_tcp_kbps_sparkline as ""Average KB/s Over Time"", avg_tcp_kbps as ""Average KB/s"", avg_tcp_eps as ""Average Events/s"", connection_count as ""Number of Connections""
          ",,,"splunk_tcpin_performance_deployment"
tbd,,,,"inputlookup dmc_forwarder_assets",,"splunk_monitoring_console",,"
            `dmc_get_forwarder_tcpin` search_group=dmc_group_indexer search_group=""$group$""
            | where destPort=""$drilldown_port_forwarder_port$""
            | stats dc(host) as connection_count by guid
            | join type=outer guid [| inputlookup dmc_forwarder_assets]
            | `dmc_rename_forwarder_type(forwarder_type)`
            | makemv delim="" "" avg_tcp_kbps_sparkline
            | eval sum_kb = if (status == ""missing"", ""N/A"", sum_kb)
            | eval avg_tcp_kbps_sparkline = if (status == ""missing"", ""N/A"", avg_tcp_kbps_sparkline)
            | eval avg_tcp_kbps = if (status == ""missing"", ""N/A"", avg_tcp_kbps) | eval avg_tcp_eps = if (status == ""missing"", ""N/A"", avg_tcp_eps)
            | `dmc_rename_forwarder_type(fwdType)`
            | `dmc_time_format(last_connected)`
            | fields hostname, forwarder_type, version, os, arch, status, last_connected, sum_kb, avg_tcp_kbps_sparkline, avg_tcp_kbps, avg_tcp_eps, connection_count
            | search hostname=""***""
            | search status=""*""
            | rename hostname as Instance, forwarder_type as Type, version as Version, os as OS, arch as Architecture, status as Status, last_connected as ""Last Connected to Indexers"", sum_kb as ""Total KB"", avg_tcp_kbps_sparkline as ""Average KB/s Over Time"", avg_tcp_kbps as ""Average KB/s"", avg_tcp_eps as ""Average Events/s"", connection_count as ""Number of Connections""
          ",,,"splunk_tcpin_performance_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
            `dmc_set_index_internal` sourcetype=splunkd source=*metrics.log search_group=dmc_group_indexer search_group=""$group$"" group=queue name=splunktcpin
            | eval max=if(isnotnull(max_size_kb),max_size_kb,max_size)
            | eval curr=if(isnotnull(current_size_kb),current_size_kb,current_size)
            | eval fill_perc=round((curr/max)*100,2)
            | bin _time minspan=30s
            | stats $fillRatioAggrFunc$(fill_perc) AS ""fill_percentage"" by host, _time
            | `dmc_queue_fill_ratio_rangemap_and_timechart`
          ","source=*metrics.log","sourcetype=splunkd","splunk_tcpin_performance_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
            `dmc_set_index_internal` sourcetype=splunkd source=*metrics.log search_group=dmc_group_indexer search_group=""$group$"" group=queue name=splunktcpin
            | eval max=if(isnotnull(max_size_kb),max_size_kb,max_size)
            | eval curr=if(isnotnull(current_size_kb),current_size_kb,current_size)
            | eval fill_perc=round((curr/max)*100,2)
            | bin _time minspan=30s
            | stats $fillRatioAggrFunc$(fill_perc) AS ""fill_percentage"" by host, _time
            | `dmc_queue_fill_ratio_rangemap_and_timechart`
          ","source=*metrics.log","sourcetype=splunkd","splunk_tcpin_performance_deployment"
tbd,,,,,,"splunk_monitoring_console",,"`dmc_drilldown_indexing_performance_deployment_queue_fill_ratio(""*"", splunktcpin, $fillRatioAggrFunc$, $drilldown_queue_fill_ratio_metric$)`",,,"splunk_tcpin_performance_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
            `dmc_set_index_internal` sourcetype=splunkd source=*metrics.log search_group=dmc_group_indexer search_group=""$group$"" group=queue name=splunktcpin
            | eval max=if(isnotnull(max_size_kb),max_size_kb,max_size)
            | eval curr=if(isnotnull(current_size_kb),current_size_kb,current_size)
            | eval fill_perc=round((curr/max)*100,2)
            | `dmc_timechart_for_metrics_log` partial=f limit=25 $fillRatioAggrFunc$(fill_perc) AS fill_percentage by host
          ","source=*metrics.log","sourcetype=splunkd","splunk_tcpin_performance_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
            `dmc_set_index_internal` sourcetype=splunkd source=*metrics.log search_group=dmc_group_indexer search_group=""$group$"" group=queue name=splunktcpin
            | eval max=if(isnotnull(max_size_kb),max_size_kb,max_size)
            | eval curr=if(isnotnull(current_size_kb),current_size_kb,current_size)
            | eval fill_perc=round((curr/max)*100,2)
            | `dmc_timechart_for_metrics_log` partial=f $fillRatioAggrFunc$(fill_perc) AS fill_percentage
          ","source=*metrics.log","sourcetype=splunkd","splunk_tcpin_performance_deployment"
tbd,,,,,,"splunk_monitoring_console",,"
      <![CDATA[
            | rest splunk_server=$splunk_server$ services/server/introspection/queues
            | search title=""tcpin_queue*""
            | rex field=title ""tcpin_queue\.(?<pipeline_number>\d+)""
            | join splunk_server
            [ | rest splunk_server=$splunk_server$ /services/properties/inputs
              | where match(title, ""splunktcp(-ssl)?:"")
              `dmc_get_port_from_splunktcp_stanza(title)`
              | stats delim="", "" values(port) as ports by splunk_server
              | mvcombine ports
              | fields splunk_server, ports]
            | join splunk_server [|rest splunk_server_group=dmc_group_indexer services/data/inputs/tcp/ssl]
            | eval val_last_1min=if(isnotnull(value_cntr1_size_bytes_lookback), round(value_cntr1_size_bytes_lookback, 2), ""N/A"")
            | eval val_last_10min=if(isnotnull(value_cntr2_size_bytes_lookback), round(value_cntr2_size_bytes_lookback, 2), ""N/A"")
            | eval queue_fill_last_1min = if(isnotnull(pipeline_number), ""pset"".pipeline_number."": "".val_last_1min, val_last_1min)
            | eval queue_fill_last_10min = if(isnotnull(pipeline_number), ""pset"".pipeline_number."": "".val_last_10min, val_last_10min)
            ]]>
    ",,,"splunk_tcpin_performance_instance"
